,run,condition,emo,cert,rt,trial,sub,acc,shock,control,receiveShock
919,3,Controllable Unpleasant,3,3,0.764184,31,21,1,Unpleasant,Controllable,0
920,3,Uncontrollable Perceptible,2,3,0.7475562,32,21,1,Mild,Uncontrollable,1
921,3,Controllable Perceptible,2,3,0.7646276,33,21,1,Mild,Controllable,0
922,3,Controllable Unpleasant,3,3,0.7981796,34,21,1,Unpleasant,Controllable,0
923,3,Uncontrollable Perceptible,3,3,0.8813006,35,21,1,Mild,Uncontrollable,1
924,3,Uncontrollable Unpleasant,3,3,0.7305835,36,21,1,Unpleasant,Uncontrollable,1
925,4,Controllable Unpleasant,3,3,0.7804969,37,21,1,Unpleasant,Controllable,0
926,4,Controllable Perceptible,3,3,0.7976268,38,21,1,Mild,Controllable,0
927,4,Uncontrollable Perceptible,3,2,0.8309427,39,21,1,Mild,Uncontrollable,1
928,4,Uncontrollable Unpleasant,3,3,0.7310116,40,21,1,Unpleasant,Uncontrollable,1
929,4,Uncontrollable Perceptible,2,3,0,41,21,0,Mild,Uncontrollable,1
930,4,Controllable Unpleasant,3,3,0.7477775,42,21,1,Unpleasant,Controllable,0
931,4,Uncontrollable Unpleasant,3,3,0.7305966,43,21,1,Unpleasant,Uncontrollable,1
932,4,Controllable Perceptible,2,3,0.9154615,44,21,1,Mild,Controllable,0
933,4,Uncontrollable Unpleasant,3,3,0.8475021,45,21,1,Unpleasant,Uncontrollable,1
934,4,Uncontrollable Perceptible,3,3,0,46,21,0,Mild,Uncontrollable,1
935,4,Controllable Unpleasant,2,2,0,47,21,0,Unpleasant,Controllable,1
936,4,Controllable Perceptible,2,3,0.5646671,48,21,1,Mild,Controllable,0
937,5,Controllable Perceptible,3,2,0.8143473,49,21,1,Mild,Controllable,0
938,5,Uncontrollable Unpleasant,2,2,0,50,21,0,Unpleasant,Uncontrollable,1
939,5,Uncontrollable Perceptible,2,3,0.7978879,51,21,1,Mild,Uncontrollable,1
940,5,Controllable Unpleasant,3,3,0.7974787,52,21,1,Unpleasant,Controllable,0
941,5,Controllable Perceptible,3,2,0.7976417,53,21,1,Mild,Controllable,0
942,5,Uncontrollable Perceptible,2,3,0.9308396,54,21,1,Mild,Uncontrollable,1
943,5,Controllable Unpleasant,3,3,0.7482185,55,21,1,Unpleasant,Controllable,0
944,5,Uncontrollable Unpleasant,3,2,0.7302691,56,21,1,Unpleasant,Uncontrollable,1
945,5,Controllable Perceptible,3,3,0.6981518,57,21,1,Mild,Controllable,0
946,5,Controllable Unpleasant,3,3,0.7647523,58,21,1,Unpleasant,Controllable,0
947,5,Uncontrollable Unpleasant,3,3,0,59,21,0,Unpleasant,Uncontrollable,1
948,5,Uncontrollable Perceptible,2,3,0.7647429,60,21,1,Mild,Uncontrollable,1
949,6,Controllable Perceptible,3,3,0.7644383,61,21,1,Mild,Controllable,0
950,6,Uncontrollable Perceptible,2,2,0.713872,62,21,1,Mild,Uncontrollable,1
951,6,Uncontrollable Unpleasant,3,3,0.8812322,63,21,1,Unpleasant,Uncontrollable,1
952,6,Controllable Unpleasant,3,3,0.8477916,64,21,1,Unpleasant,Controllable,0
953,6,Controllable Unpleasant,4,3,0,65,21,0,Unpleasant,Controllable,1
954,6,Controllable Perceptible,2,3,0.7817816,66,21,1,Mild,Controllable,0
955,6,Uncontrollable Unpleasant,3,3,0.6644063,67,21,1,Unpleasant,Uncontrollable,1
956,6,Uncontrollable Perceptible,2,3,0.7810165,68,21,1,Mild,Uncontrollable,1
957,6,Uncontrollable Perceptible,2,3,0.7647061,69,21,1,Mild,Uncontrollable,1
958,6,Controllable Unpleasant,3,3,0.7982261,70,21,1,Unpleasant,Controllable,0
959,6,Controllable Perceptible,3,3,0.7482932,71,21,1,Mild,Controllable,0
960,6,Uncontrollable Unpleasant,3,2,0.8485546,72,21,1,Unpleasant,Uncontrollable,1
961,7,Controllable Unpleasant,4,3,0.7142481,73,21,1,Unpleasant,Controllable,0
962,7,Uncontrollable Unpleasant,3,3,0.7645254,74,21,1,Unpleasant,Uncontrollable,1
963,7,Uncontrollable Perceptible,3,3,0,75,21,0,Mild,Uncontrollable,1
964,7,Controllable Perceptible,2,3,0.7310625,76,21,1,Mild,Controllable,0
965,7,Uncontrollable Perceptible,2,3,0.7801717,77,21,1,Mild,Uncontrollable,1
966,7,Uncontrollable Unpleasant,4,3,0.7472205,78,21,1,Unpleasant,Uncontrollable,1
967,7,Controllable Unpleasant,4,3,0.8471714,79,21,1,Unpleasant,Controllable,0
968,7,Controllable Perceptible,3,3,0.7810698,80,21,1,Mild,Controllable,0
969,7,Uncontrollable Perceptible,2,3,0,81,21,0,Mild,Uncontrollable,1
970,7,Controllable Unpleasant,4,3,0.764133,82,21,1,Unpleasant,Controllable,0
971,7,Uncontrollable Unpleasant,2,3,0.6968613,83,21,1,Unpleasant,Uncontrollable,1
972,7,Controllable Perceptible,3,3,0.7477085,84,21,1,Mild,Controllable,0
973,1,Uncontrollable Unpleasant,2,3,0,1,22,0,Unpleasant,Uncontrollable,1
974,1,Controllable Perceptible,1,4,0.91422,2,22,1,Mild,Controllable,0
975,1,Controllable Unpleasant,2,4,0.9462226,3,22,1,Unpleasant,Controllable,0
976,1,Uncontrollable Perceptible,1,3,0,4,22,0,Mild,Uncontrollable,1
977,1,Uncontrollable Unpleasant,3,4,0.7976472,5,22,1,Unpleasant,Uncontrollable,1
978,1,Controllable Perceptible,1,4,0.6974718,6,22,1,Mild,Controllable,0
979,1,Uncontrollable Perceptible,1,3,0.764017,7,22,1,Mild,Uncontrollable,1
980,1,Controllable Unpleasant,2,4,0.8813542,8,22,1,Unpleasant,Controllable,0
981,1,Controllable Unpleasant,2,4,0.9140071,9,22,1,Unpleasant,Controllable,0
982,1,Controllable Perceptible,1,4,0.7974119,10,22,1,Mild,Controllable,0
983,1,Uncontrollable Perceptible,1,4,0,11,22,0,Mild,Uncontrollable,1
984,1,Uncontrollable Unpleasant,2,4,0,12,22,0,Unpleasant,Uncontrollable,1
985,2,Uncontrollable Perceptible,1,4,0.8638078,13,22,1,Mild,Uncontrollable,1
986,2,Controllable Unpleasant,2,4,0.8305211,14,22,1,Unpleasant,Controllable,0
987,2,Uncontrollable Unpleasant,3,4,0.729372,15,22,1,Unpleasant,Uncontrollable,1
988,2,Controllable Perceptible,1,4,0.8967849,16,22,1,Mild,Controllable,0
989,2,Uncontrollable Perceptible,1,3,0.914084,17,22,1,Mild,Uncontrollable,1
990,2,Uncontrollable Unpleasant,3,3,0,18,22,0,Unpleasant,Uncontrollable,1
991,2,Controllable Unpleasant,3,4,0.7972524,19,22,1,Unpleasant,Controllable,0
992,2,Controllable Perceptible,1,4,0.8140973,20,22,1,Mild,Controllable,0
993,2,Controllable Perceptible,1,4,0.798087,21,22,1,Mild,Controllable,0
994,2,Uncontrollable Unpleasant,2,3,0,22,22,0,Unpleasant,Uncontrollable,1
995,2,Uncontrollable Perceptible,1,4,0.7977846,23,22,1,Mild,Uncontrollable,1
996,2,Controllable Unpleasant,2,4,0.8976681,24,22,1,Unpleasant,Controllable,0
997,3,Controllable Unpleasant,1,4,0.896779,25,22,1,Unpleasant,Controllable,0
998,3,Uncontrollable Unpleasant,2,4,0,26,22,0,Unpleasant,Uncontrollable,1
999,3,Controllable Perceptible,1,4,0.848114,27,22,1,Mild,Controllable,0
1000,3,Uncontrollable Perceptible,1,4,0.8810659,28,22,1,Mild,Uncontrollable,1
1001,3,Uncontrollable Perceptible,1,4,0.7646829,29,22,1,Mild,Uncontrollable,1
1002,3,Uncontrollable Unpleasant,2,4,0,30,22,0,Unpleasant,Uncontrollable,1
1003,3,Controllable Perceptible,1,4,0.7647756,31,22,1,Mild,Controllable,0
1004,3,Controllable Unpleasant,2,4,0,32,22,0,Unpleasant,Controllable,1
1005,3,Controllable Perceptible,1,3,0,33,22,0,Mild,Controllable,1
1006,3,Controllable Unpleasant,2,3,0.8140955,34,22,1,Unpleasant,Controllable,0
1007,3,Uncontrollable Perceptible,1,4,0.7647191,35,22,1,Mild,Uncontrollable,1
1008,3,Uncontrollable Unpleasant,2,4,0.7648343,36,22,1,Unpleasant,Uncontrollable,1
1009,4,Controllable Unpleasant,2,4,0.7648844,37,22,1,Unpleasant,Controllable,0
1010,4,Uncontrollable Perceptible,1,4,0.8137947,38,22,1,Mild,Uncontrollable,1
1011,4,Uncontrollable Unpleasant,2,4,0.7814706,39,22,1,Unpleasant,Uncontrollable,1
1012,4,Controllable Perceptible,1,4,0.7645402,40,22,1,Mild,Controllable,0
1013,4,Uncontrollable Perceptible,1,4,0.9315077,41,22,1,Mild,Uncontrollable,1
1014,4,Controllable Unpleasant,2,4,0.7637289,42,22,1,Unpleasant,Controllable,0
1015,4,Uncontrollable Unpleasant,2,4,0,43,22,0,Unpleasant,Uncontrollable,1
1016,4,Controllable Perceptible,1,4,0.7641876,44,22,1,Mild,Controllable,0
1017,4,Controllable Perceptible,1,4,0.8644702,45,22,1,Mild,Controllable,0
1018,4,Uncontrollable Unpleasant,2,4,0.7308103,46,22,1,Unpleasant,Uncontrollable,1
1019,4,Controllable Unpleasant,2,4,0.6660252,47,22,1,Unpleasant,Controllable,0
1020,4,Uncontrollable Perceptible,1,4,0.8479706,48,22,1,Mild,Uncontrollable,1
1021,5,Controllable Unpleasant,1,3,0.8310617,49,22,1,Unpleasant,Controllable,0
1022,5,Controllable Perceptible,1,4,0.7978592,50,22,1,Mild,Controllable,0
1023,5,Uncontrollable Perceptible,1,4,0,51,22,0,Mild,Uncontrollable,1
1024,5,Uncontrollable Unpleasant,2,4,0.7140394,52,22,1,Unpleasant,Uncontrollable,1
1025,5,Uncontrollable Unpleasant,2,4,0.7642648,53,22,1,Unpleasant,Uncontrollable,1
1026,5,Controllable Perceptible,1,4,0.8641477,54,22,1,Mild,Controllable,0
1027,5,Uncontrollable Perceptible,1,4,0.8289835,55,22,1,Mild,Uncontrollable,1
1028,5,Controllable Unpleasant,2,4,0.8482591,56,22,1,Unpleasant,Controllable,0
1029,5,Uncontrollable Unpleasant,1,4,0.7485953,57,22,1,Unpleasant,Uncontrollable,1
1030,5,Uncontrollable Perceptible,1,4,0.8811076,58,22,1,Mild,Uncontrollable,1
1031,5,Controllable Perceptible,1,4,0.7315069,59,22,1,Mild,Controllable,0
1032,5,Controllable Unpleasant,2,4,0.880972,60,22,1,Unpleasant,Controllable,0
1033,6,Controllable Perceptible,1,4,0.8147574,61,22,1,Mild,Controllable,0
1034,6,Uncontrollable Unpleasant,1,4,0.8466471,62,22,1,Unpleasant,Uncontrollable,1
1035,6,Controllable Unpleasant,2,4,0,63,22,0,Unpleasant,Controllable,1
1036,6,Uncontrollable Perceptible,1,4,0.7967936,64,22,1,Mild,Uncontrollable,1
1037,6,Uncontrollable Unpleasant,2,4,0.8485125,65,22,1,Unpleasant,Uncontrollable,1
1038,6,Controllable Perceptible,1,4,0,66,22,0,Mild,Controllable,1
1039,6,Uncontrollable Perceptible,1,4,0.7309086,67,22,1,Mild,Uncontrollable,1
1040,6,Controllable Unpleasant,1,4,0.7140507,68,22,1,Unpleasant,Controllable,0
1041,6,Uncontrollable Perceptible,1,4,0.7816304,69,22,1,Mild,Uncontrollable,1
1042,6,Controllable Perceptible,1,4,0.7975151,70,22,1,Mild,Controllable,0
1043,6,Controllable Unpleasant,2,4,0.8814512,71,22,1,Unpleasant,Controllable,0
1044,6,Uncontrollable Unpleasant,2,4,0.8305282,72,22,1,Unpleasant,Uncontrollable,1
1045,7,Controllable Perceptible,1,3,0,73,22,0,Mild,Controllable,1
1046,7,Uncontrollable Unpleasant,2,4,0.831561,74,22,1,Unpleasant,Uncontrollable,1
1047,7,Uncontrollable Perceptible,1,4,0.8973427,75,22,1,Mild,Uncontrollable,1
1048,7,Controllable Unpleasant,2,4,0,76,22,0,Unpleasant,Controllable,1
1049,7,Uncontrollable Perceptible,1,4,0.7972439,77,22,1,Mild,Uncontrollable,1
1050,7,Uncontrollable Unpleasant,1,4,0.8483313,78,22,1,Unpleasant,Uncontrollable,1
1051,7,Controllable Unpleasant,2,4,0,79,22,0,Unpleasant,Controllable,1
1052,7,Controllable Perceptible,1,4,0,80,22,0,Mild,Controllable,1
1053,7,Controllable Unpleasant,2,4,0,81,22,0,Unpleasant,Controllable,1
1054,7,Controllable Perceptible,1,4,0.9307362,82,22,1,Mild,Controllable,0
1055,7,Uncontrollable Unpleasant,2,4,0.6812805,83,22,1,Unpleasant,Uncontrollable,1
1056,7,Uncontrollable Perceptible,1,4,0,84,22,0,Mild,Uncontrollable,1
1057,1,Uncontrollable Unpleasant,3,4,0,1,23,0,Unpleasant,Uncontrollable,1
1058,1,Controllable Unpleasant,2,4,0,2,23,0,Unpleasant,Controllable,1
1059,1,Controllable Perceptible,1,4,0,3,23,0,Mild,Controllable,1
1060,1,Uncontrollable Perceptible,1,4,0.9132543,4,23,1,Mild,Uncontrollable,1
1061,1,Uncontrollable Unpleasant,2,4,0.8974631,5,23,1,Unpleasant,Uncontrollable,1
1062,1,Controllable Perceptible,1,4,0,6,23,0,Mild,Controllable,1
1063,1,Controllable Unpleasant,1,4,0,7,23,0,Unpleasant,Controllable,1
1064,1,Uncontrollable Perceptible,1,4,0,8,23,0,Mild,Uncontrollable,1
1065,1,Controllable Unpleasant,2,4,0.7812186,9,23,1,Unpleasant,Controllable,0
1066,1,Uncontrollable Unpleasant,2,4,0.8136026,10,23,1,Unpleasant,Uncontrollable,1
1067,1,Uncontrollable Perceptible,1,4,0,11,23,0,Mild,Uncontrollable,1
1068,1,Controllable Perceptible,1,4,0,12,23,0,Mild,Controllable,1
1069,2,Uncontrollable Perceptible,1,4,0.7975557,13,23,1,Mild,Uncontrollable,1
1070,2,Controllable Perceptible,1,4,0,14,23,0,Mild,Controllable,1
1071,2,Controllable Unpleasant,2,4,0,15,23,0,Unpleasant,Controllable,1
1072,2,Uncontrollable Unpleasant,1,4,0.8980594,16,23,1,Unpleasant,Uncontrollable,1
1073,2,Uncontrollable Perceptible,1,4,0.7982415,17,23,1,Mild,Uncontrollable,1
1074,2,Controllable Unpleasant,2,4,0.8307591,18,23,1,Unpleasant,Controllable,0
1075,2,Controllable Perceptible,2,4,0,19,23,0,Mild,Controllable,1
1076,2,Uncontrollable Unpleasant,1,4,0,20,23,0,Unpleasant,Uncontrollable,1
1077,2,Uncontrollable Unpleasant,1,4,0.881405,21,23,1,Unpleasant,Uncontrollable,1
1078,2,Uncontrollable Perceptible,1,4,0.8476913,22,23,1,Mild,Uncontrollable,1
1079,2,Controllable Perceptible,2,4,0.7311331,23,23,1,Mild,Controllable,0
1080,2,Controllable Unpleasant,2,4,0.7977533,24,23,1,Unpleasant,Controllable,0
1081,3,Uncontrollable Unpleasant,1,4,0.8812039,25,23,1,Unpleasant,Uncontrollable,1
1082,3,Uncontrollable Perceptible,1,4,0.8307128,26,23,1,Mild,Uncontrollable,1
1083,3,Controllable Unpleasant,2,4,0.8141497,27,23,1,Unpleasant,Controllable,0
1084,3,Controllable Perceptible,2,4,0.8313446,28,23,1,Mild,Controllable,0
1085,3,Uncontrollable Perceptible,1,4,0.8644952,29,23,1,Mild,Uncontrollable,1
1086,3,Uncontrollable Unpleasant,1,4,0.7974487,30,23,1,Unpleasant,Uncontrollable,1
1087,3,Controllable Perceptible,2,4,0.780642,31,23,1,Mild,Controllable,0
1088,3,Controllable Unpleasant,2,4,0.8976671,32,23,1,Unpleasant,Controllable,0
1089,3,Controllable Perceptible,1,4,0.8643543,33,23,1,Mild,Controllable,0
1090,3,Uncontrollable Unpleasant,1,4,0.7976887,34,23,1,Unpleasant,Uncontrollable,1
1091,3,Uncontrollable Perceptible,1,4,0.7810849,35,23,1,Mild,Uncontrollable,1
1092,3,Controllable Unpleasant,2,4,0.8310248,36,23,1,Unpleasant,Controllable,0
1093,4,Controllable Perceptible,1,4,0.7806071,37,23,1,Mild,Controllable,0
1094,4,Controllable Unpleasant,2,4,0.7474804,38,23,1,Unpleasant,Controllable,0
1095,4,Uncontrollable Perceptible,1,4,0.864501,39,23,1,Mild,Uncontrollable,1
1096,4,Uncontrollable Unpleasant,1,4,0.8138629,40,23,1,Unpleasant,Uncontrollable,1
1097,4,Uncontrollable Unpleasant,1,4,0.7809929,41,23,1,Unpleasant,Uncontrollable,1
1098,4,Uncontrollable Perceptible,1,4,0.865139,42,23,1,Mild,Uncontrollable,1
1099,4,Controllable Perceptible,1,4,0.9477336,43,23,1,Mild,Controllable,0
1100,4,Controllable Unpleasant,2,4,0.8476728,44,23,1,Unpleasant,Controllable,0
1101,4,Controllable Unpleasant,2,4,0.9143314,45,23,1,Unpleasant,Controllable,0
1102,4,Controllable Perceptible,1,4,0.7812494,46,23,1,Mild,Controllable,0
1103,4,Uncontrollable Perceptible,1,4,0.8306798,47,23,1,Mild,Uncontrollable,1
1104,4,Uncontrollable Unpleasant,1,4,0.8308955,48,23,1,Unpleasant,Uncontrollable,1
1105,5,Controllable Unpleasant,2,4,0.7644743,49,23,1,Unpleasant,Controllable,0
1106,5,Uncontrollable Perceptible,1,4,0,50,23,0,Mild,Uncontrollable,1
1107,5,Controllable Perceptible,1,4,0.7976113,51,23,1,Mild,Controllable,0
1108,5,Uncontrollable Unpleasant,1,4,0.8137664,52,23,1,Unpleasant,Uncontrollable,1
1109,5,Controllable Unpleasant,2,4,0.7972056,53,23,1,Unpleasant,Controllable,0
1110,5,Uncontrollable Unpleasant,1,4,0.7977259,54,23,1,Unpleasant,Uncontrollable,1
1111,5,Controllable Perceptible,1,4,0,55,23,0,Mild,Controllable,1
1112,5,Uncontrollable Perceptible,1,4,0.7977532,56,23,1,Mild,Uncontrollable,1
1113,5,Controllable Perceptible,1,4,0.7811443,57,23,1,Mild,Controllable,0
1114,5,Uncontrollable Perceptible,1,4,0,58,23,0,Mild,Uncontrollable,1
1115,5,Controllable Unpleasant,2,4,0,59,23,0,Unpleasant,Controllable,1
1116,5,Uncontrollable Unpleasant,1,4,0.897347,60,23,1,Unpleasant,Uncontrollable,1
1117,6,Uncontrollable Unpleasant,1,4,0.7974168,61,23,1,Unpleasant,Uncontrollable,1
1118,6,Uncontrollable Perceptible,1,4,0.7645284,62,23,1,Mild,Uncontrollable,1
1119,6,Controllable Perceptible,1,4,0.747755,63,23,1,Mild,Controllable,0
1120,6,Controllable Unpleasant,2,4,0.8643465,64,23,1,Unpleasant,Controllable,0
1121,6,Uncontrollable Perceptible,1,4,0.8475445,65,23,1,Mild,Uncontrollable,1
1122,6,Uncontrollable Unpleasant,1,4,0.8134632,66,23,1,Unpleasant,Uncontrollable,1
1123,6,Controllable Unpleasant,2,4,0.797382,67,23,1,Unpleasant,Controllable,0
1124,6,Controllable Perceptible,1,4,0.7646236,68,23,1,Mild,Controllable,0
1125,6,Controllable Unpleasant,2,4,0.7647638,69,23,1,Unpleasant,Controllable,0
1126,6,Uncontrollable Unpleasant,1,4,0,70,23,0,Unpleasant,Uncontrollable,1
1127,6,Uncontrollable Perceptible,1,4,0.7983199,71,23,1,Mild,Uncontrollable,1
1128,6,Controllable Perceptible,1,4,0.7977133,72,23,1,Mild,Controllable,0
1129,7,Uncontrollable Unpleasant,2,4,0.7975773,73,23,1,Unpleasant,Uncontrollable,1
1130,7,Controllable Unpleasant,3,4,0.7977013,74,23,1,Unpleasant,Controllable,0
1131,7,Uncontrollable Perceptible,1,4,0.7978587,75,23,1,Mild,Uncontrollable,1
1132,7,Controllable Perceptible,1,4,0.7308376,76,23,1,Mild,Controllable,0
1133,7,Controllable Perceptible,1,4,0.8640467,77,23,1,Mild,Controllable,0
1134,7,Uncontrollable Perceptible,1,4,0,78,23,0,Mild,Uncontrollable,1
1135,7,Controllable Unpleasant,3,4,0.748008,79,23,1,Unpleasant,Controllable,0
1136,7,Uncontrollable Unpleasant,2,4,0.8135192,80,23,1,Unpleasant,Uncontrollable,1
1137,7,Controllable Unpleasant,3,4,0.7478524,81,23,1,Unpleasant,Controllable,0
1138,7,Uncontrollable Unpleasant,2,4,0.780933,82,23,1,Unpleasant,Uncontrollable,1
1139,7,Controllable Perceptible,1,4,0.7979294,83,23,1,Mild,Controllable,0
1140,7,Uncontrollable Perceptible,1,4,0.8317699,84,23,1,Mild,Uncontrollable,1
1141,1,Controllable Unpleasant,3,2,0.7813454,1,24,1,Unpleasant,Controllable,0
1142,1,Uncontrollable Unpleasant,2,3,0.8975803,2,24,1,Unpleasant,Uncontrollable,1
1143,1,Uncontrollable Perceptible,1,2,0.864424,3,24,1,Mild,Uncontrollable,1
1144,1,Controllable Perceptible,3,3,0,4,24,0,Mild,Controllable,1
1145,1,Controllable Perceptible,0,3,0.7973191,5,24,1,Mild,Controllable,0
1146,1,Uncontrollable Unpleasant,3,2,0.764973,6,24,1,Unpleasant,Uncontrollable,1
1147,1,Uncontrollable Perceptible,2,3,0,7,24,0,Mild,Uncontrollable,1
1148,1,Controllable Unpleasant,3,4,0.8645059,8,24,1,Unpleasant,Controllable,0
1149,1,Controllable Perceptible,2,3,0,9,24,0,Mild,Controllable,1
1150,1,Controllable Unpleasant,4,3,0.8309007,10,24,1,Unpleasant,Controllable,0
1151,1,Uncontrollable Unpleasant,4,3,0.7306211,11,24,1,Unpleasant,Uncontrollable,1
1152,1,Uncontrollable Perceptible,3,3,0,12,24,0,Mild,Uncontrollable,1
1153,2,Controllable Perceptible,3,3,0.8137094,13,24,1,Mild,Controllable,0
1154,2,Controllable Unpleasant,3,3,0.7972925,14,24,1,Unpleasant,Controllable,0
1155,2,Uncontrollable Unpleasant,2,2,0.814247,15,24,1,Unpleasant,Uncontrollable,1
1156,2,Uncontrollable Perceptible,3,2,0.9138814,16,24,1,Mild,Uncontrollable,1
1157,2,Uncontrollable Unpleasant,2,3,0,17,24,0,Unpleasant,Uncontrollable,1
1158,2,Uncontrollable Perceptible,2,2,0.7481874,18,24,1,Mild,Uncontrollable,1
1159,2,Controllable Perceptible,3,2,0,19,24,0,Mild,Controllable,1
1160,2,Controllable Unpleasant,3,4,0.8481338,20,24,1,Unpleasant,Controllable,0
1161,2,Controllable Perceptible,2,4,0.9308076,21,24,1,Mild,Controllable,0
1162,2,Uncontrollable Perceptible,2,3,0.8141894,22,24,1,Mild,Uncontrollable,1
1163,2,Uncontrollable Unpleasant,3,3,0.7971469,23,24,1,Unpleasant,Uncontrollable,1
1164,2,Controllable Unpleasant,3,3,0.8133503,24,24,1,Unpleasant,Controllable,0
1165,3,Controllable Perceptible,2,3,0.814434,25,24,1,Mild,Controllable,0
1166,3,Uncontrollable Unpleasant,3,2,0,26,24,0,Unpleasant,Uncontrollable,1
1167,3,Uncontrollable Perceptible,2,3,0.7814972,27,24,1,Mild,Uncontrollable,1
1168,3,Controllable Unpleasant,3,4,0.8656813,28,24,1,Unpleasant,Controllable,0
1169,3,Uncontrollable Perceptible,2,4,0.7488645,29,24,1,Mild,Uncontrollable,1
1170,3,Controllable Perceptible,4,4,0,30,24,0,Mild,Controllable,1
1171,3,Controllable Unpleasant,3,4,0.8308474,31,24,1,Unpleasant,Controllable,0
1172,3,Uncontrollable Unpleasant,2,3,0.6478238,32,24,1,Unpleasant,Uncontrollable,1
1173,3,Uncontrollable Perceptible,2,2,0.9479693,33,24,1,Mild,Uncontrollable,1
1174,3,Uncontrollable Unpleasant,0,2,0.7972116,34,24,1,Unpleasant,Uncontrollable,1
1175,3,Controllable Unpleasant,3,2,0,35,24,0,Unpleasant,Controllable,1
1176,3,Controllable Perceptible,2,3,0.9481455,36,24,1,Mild,Controllable,0
1177,4,Controllable Perceptible,3,3,0.8139492,37,24,1,Mild,Controllable,0
1178,4,Controllable Unpleasant,3,4,0.8136949,38,24,1,Unpleasant,Controllable,0
1179,4,Uncontrollable Unpleasant,2,3,0.7977819,39,24,1,Unpleasant,Uncontrollable,1
1180,4,Uncontrollable Perceptible,1,3,0.8482644,40,24,1,Mild,Uncontrollable,1
1181,4,Controllable Perceptible,2,3,0.8312498,41,24,1,Mild,Controllable,0
1182,4,Uncontrollable Perceptible,1,3,0.8312425,42,24,1,Mild,Uncontrollable,1
1183,4,Uncontrollable Unpleasant,3,1,0.8647529,43,24,1,Unpleasant,Uncontrollable,1
1184,4,Controllable Unpleasant,2,3,0.8313433,44,24,1,Unpleasant,Controllable,0
1185,4,Uncontrollable Perceptible,1,3,0.7976972,45,24,1,Mild,Uncontrollable,1
1186,4,Controllable Perceptible,2,2,0,46,24,0,Mild,Controllable,1
1187,4,Uncontrollable Unpleasant,1,3,0,47,24,0,Unpleasant,Uncontrollable,1
1188,4,Controllable Unpleasant,3,4,0.9315551,48,24,1,Unpleasant,Controllable,0
1189,5,Uncontrollable Perceptible,2,3,0.8308459,49,24,1,Mild,Uncontrollable,1
1190,5,Controllable Perceptible,0,0,0,50,24,0,Mild,Controllable,1
1191,5,Controllable Unpleasant,3,4,0.730867,51,24,1,Unpleasant,Controllable,0
1192,5,Uncontrollable Unpleasant,2,2,0.8814306,52,24,1,Unpleasant,Uncontrollable,1
1193,5,Controllable Unpleasant,2,1,0,53,24,0,Unpleasant,Controllable,1
1194,5,Uncontrollable Perceptible,1,3,0,54,24,0,Mild,Uncontrollable,1
1195,5,Controllable Perceptible,3,3,0.8813343,55,24,1,Mild,Controllable,0
1196,5,Uncontrollable Unpleasant,2,3,0.797503,56,24,1,Unpleasant,Uncontrollable,1
1197,5,Uncontrollable Perceptible,2,2,0,57,24,0,Mild,Uncontrollable,1
1198,5,Uncontrollable Unpleasant,2,4,0.8137497,58,24,1,Unpleasant,Uncontrollable,1
1199,5,Controllable Unpleasant,3,3,0.8311104,59,24,1,Unpleasant,Controllable,0
1200,5,Controllable Perceptible,2,3,0.7817999,60,24,1,Mild,Controllable,0
1201,6,Controllable Perceptible,2,4,0.8142276,61,24,1,Mild,Controllable,0
1202,6,Controllable Unpleasant,2,3,0.7650977,62,24,1,Unpleasant,Controllable,0
1203,6,Uncontrollable Unpleasant,2,2,0.7308168,63,24,1,Unpleasant,Uncontrollable,1
1204,6,Uncontrollable Perceptible,1,0,0.8974701,64,24,1,Mild,Uncontrollable,1
1205,6,Controllable Unpleasant,3,3,0.7806585,65,24,1,Unpleasant,Controllable,0
1206,6,Uncontrollable Unpleasant,2,4,0.7976104,66,24,1,Unpleasant,Uncontrollable,1
1207,6,Uncontrollable Perceptible,2,2,0.7808899,67,24,1,Mild,Uncontrollable,1
1208,6,Controllable Perceptible,1,2,0,68,24,0,Mild,Controllable,1
1209,6,Controllable Perceptible,1,4,0.7309039,69,24,1,Mild,Controllable,0
1210,6,Controllable Unpleasant,2,3,0.8140919,70,24,1,Unpleasant,Controllable,0
1211,6,Uncontrollable Perceptible,0,0,0,71,24,0,Mild,Uncontrollable,1
1212,6,Uncontrollable Unpleasant,3,2,0.8138899,72,24,1,Unpleasant,Uncontrollable,1
1213,7,Controllable Unpleasant,2,3,0.7972242,73,24,1,Unpleasant,Controllable,0
1214,7,Uncontrollable Perceptible,2,3,0.8816058,74,24,1,Mild,Uncontrollable,1
1215,7,Uncontrollable Unpleasant,1,2,0,75,24,0,Unpleasant,Uncontrollable,1
1216,7,Controllable Perceptible,3,2,0,76,24,0,Mild,Controllable,1
1217,7,Controllable Perceptible,2,3,0.8485644,77,24,1,Mild,Controllable,0
1218,7,Uncontrollable Unpleasant,2,3,0.7975074,78,24,1,Unpleasant,Uncontrollable,1
1219,7,Uncontrollable Perceptible,2,4,0.814178,79,24,1,Mild,Uncontrollable,1
1220,7,Controllable Unpleasant,3,4,0.7639654,80,24,1,Unpleasant,Controllable,0
1221,7,Uncontrollable Unpleasant,2,2,0.7976684,81,24,1,Unpleasant,Uncontrollable,1
1222,7,Uncontrollable Perceptible,1,4,0.9138191,82,24,1,Mild,Uncontrollable,1
